Year,f_rank,Team,Record,f,off_f,off_f_rnk,def_f,def_f_rnk,st_f,st_f_rnk,s_p,s_p_rnk,fei,fei_rnk
2007,60,Texas A&M,7-6,-1.7,+0.2,54,-2.2,66,+0.3,59,214.4,42,-0.035,67
2007,61,Washington State,5-7,-2.0,+4.9,37,-3.7,72,-3.2,110,202,66,-0.018,62
2007,62,North Carolina,4-8,-2.4,-3.9,84,+1.4,55,+0.1,64,195.1,72,-0.002,58
2007,63,Navy,8-5,-2.8,+12.6,8,-15.5,117,+0.1,61,198.6,68,-0.014,60
2007,64,N.C. State,5-7,-3.1,-4.6,85,+0.9,56,+0.6,49,194.7,74,-0.04,70
2007,65,Southern Miss,7-6,-3.3,-3.2,77,-1.0,62,+0.9,39,204,61,-0.018,62
2007,66,Stanford,4-8,-3.4,-2.7,73,-0.7,59,+0.0,67,187.5,87,0.027,53
2007,67,East Carolina,8-5,-3.4,-1.5,62,-0.9,60,-1.1,84,209.9,50,-0.038,69
2007,68,Miami,5-7,-3.5,-6.7,92,+5.2,39,-1.9,100,195.8,70,-0.019,64
2007,69,Indiana,7-6,-4.0,-1.5,61,-3.4,71,+0.8,41,203.8,62,-0.036,68
2007,70,Iowa,6-6,-4.2,-8.7,101,+4.9,42,-0.4,75,195,73,-0.023,65
2007,71,Vanderbilt,5-7,-4.2,-5.1,87,+3.3,46,-2.4,107,192.9,77,-0.028,66
2007,72,Nebraska,5-7,-4.3,+5.4,35,-11.2,102,+1.5,27,207.3,58,-0.097,86
2007,73,Houston,8-5,-5.7,-2.8,74,-0.9,61,-2.0,101,202.7,63,-0.06,73
2007,74,Florida Atlantic,8-5,-6.6,-3.8,83,-1.2,63,-1.6,95,195.4,71,-0.074,77
2007,75,Colorado State,3-9,-8.7,-1.8,65,-6.5,87,-0.4,74,190.8,82,-0.079,78
2007,76,Ball State,7-6,-8.9,-2.4,70,-7.3,89,+0.7,46,191,79,-0.049,71
2007,77,Ole Miss,3-9,-8.9,-2.7,72,-2.6,69,-3.6,112,193,76,-0.065,75
2007,78,Marshall,3-9,-9.2,+0.8,51,-10.1,98,+0.0,66,190.9,81,-0.073,76
2007,79,Wyoming,5-7,-9.4,-9.8,103,+2.7,48,-2.3,106,194,75,-0.095,85
2007,80,Nevada,6-7,-9.7,+1.8,47,-7.8,93,-3.7,113,200.2,67,-0.122,89
2007,81,UTEP,4-8,-9.8,+0.7,52,-12.4,107,+1.8,21,190.4,83,-0.084,81
2007,82,Western Michigan,5-7,-10.3,-7.8,97,-2.4,67,-0.1,68,191.8,78,-0.093,84
2007,83,Central Michigan,8-6,-11.1,+4.0,42,-13.9,113,-1.2,88,196.6,69,-0.091,83
2007,84,Northwestern,6-6,-11.4,-2.1,67,-7.4,90,-1.9,99,190.9,80,-0.079,78
2007,85,Middle Tennessee,5-7,-11.5,-5.3,88,-5.2,84,-1.0,82,184.7,90,-0.109,87
2007,86,Arkansas State,5-7,-11.6,-7.3,94,-3.1,70,-1.1,87,187.5,86,-0.119,88
2007,87,Notre Dame,3-9,-13.9,-13.8,116,+2.8,47,-2.9,109,180,100,-0.064,74
2007,88,Minnesota,1-11,-14.0,-0.9,57,-12.8,109,-0.4,73,183.1,91,-0.088,82
2007,89,UL-Monroe,6-6,-14.4,-5.9,91,-7.6,92,-0.8,79,185.9,88,-0.128,92
2007,90,UNLV,2-10,-14.4,-8.1,99,-4.6,79,-1.7,96,180.5,98,-0.123,90
2007,91,Ohio,6-6,-14.8,-8.3,100,-8.3,96,+1.8,22,183.1,92,-0.14,96
2007,92,Bowling Green,8-5,-15.4,-3.6,82,-11.5,104,-0.3,71,190,84,-0.155,101
2007,93,Louisiana Tech,5-7,-15.5,-11.8,110,-2.5,68,-1.2,89,189.3,85,-0.164,103
2007,94,SMU,1-11,-15.5,-3.6,80,-12.5,108,+0.5,52,185.2,89,-0.138,94
2007,95,Iowa State,3-9,-15.6,-7.6,95,-5.2,83,-2.8,108,181.2,96,-0.128,92
2007,96,Toledo,5-7,-15.9,-1.2,58,-15.2,116,+0.5,53,182.1,94,-0.195,112
2007,97,Memphis,7-6,-17.0,-1.8,63,-11.8,105,-3.4,111,180.5,97,-0.152,99
2007,98,San Diego State,4-8,-17.3,-1.8,64,-17.0,119,+1.5,26,176.1,108,-0.138,94
2007,99,Tulane,4-8,-18.7,-9.3,102,-7.4,91,-2.0,102,177.4,104,-0.124,91
2007,100,Miami (Ohio),6-7,-18.9,-13.0,113,-4.2,78,-1.7,97,180.1,99,-0.151,98
2007,101,Duke,1-11,-18.9,-8.1,98,-5.6,86,-5.2,117,170.4,111,-0.081,80
2007,102,New Mexico State,4-9,-19.5,-2.8,75,-10.4,100,-6.3,119,182.3,93,-0.19,110
2007,103,UL-Lafayette,3-9,-19.6,-1.2,59,-14.6,115,-3.7,115,178.6,101,-0.16,102
2007,104,San Jose State,5-7,-20.1,-11.9,112,-6.6,88,-1.6,94,178.4,103,-0.214,119
2007,105,Kent State,3-9,-20.2,-10.4,106,-7.9,94,-1.8,98,181.6,95,-0.17,105
2007,106,Akron,4-8,-20.3,-11.6,108,-9.5,97,+0.8,45,178.5,102,-0.187,109
2007,107,Rice,3-9,-20.5,-5.5,89,-14.0,114,-0.9,81,176,109,-0.166,104
2007,108,Eastern Michigan,4-8,-20.9,-5.8,90,-13.1,110,-2.1,104,168.8,114,-0.152,99
2007,109,Idaho,1-11,-21.5,-13.1,114,-11.3,103,+2.9,7,165.1,116,-0.194,111
2007,110,Syracuse,2-10,-21.6,-10.2,105,-10.2,99,-1.1,85,171.5,110,-0.186,108
2007,111,Army,3-9,-22.0,-18.0,118,-4.1,76,+0.1,63,163.7,117,-0.149,97
2007,112,Temple,4-8,-22.3,-14.9,117,-3.7,73,-3.7,114,177.2,105,-0.206,118
2007,113,Baylor,3-9,-22.6,-11.8,111,-5.4,85,-5.4,118,177,106,-0.182,107
2007,114,Buffalo,5-7,-23.0,-10.7,107,-13.4,111,+1.1,35,176.6,107,-0.197,113
2007,115,UAB,2-10,-24.2,-9.9,104,-15.7,118,+1.5,28,165.3,115,-0.199,115
2007,116,North Texas,2-10,-24.3,-7.7,96,-12.1,106,-4.5,116,169.1,112,-0.181,106
2007,117,Utah State,2-10,-24.9,-11.7,109,-13.8,112,+0.6,47,162.4,118,-0.205,117
2007,118,Northern Illinois,2-10,-25.2,-13.3,115,-10.6,101,-1.4,92,168.8,113,-0.199,115
2007,119,Florida International,1-11,-27.7,-18.3,119,-8.2,95,-1.2,90,158,119,-0.198,114
